FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Year,Region,Ranger_uni,Ranger_u_1,FIRE_NAM_1,Start,Contained,DPA,CDF_acres_,Other_acre,Veg_type,Cause_1,Destroyed_,Incident_n,National_f,County,County2,County3,Fire_name2,DPA2,Damaged_st,Firefighte,Civilian_f
548,7404,2006,CA,CDF,BDU,WHISPERING PINES,7707,7/22/2006 0:00,8/1/2006 0:00,1,Fire started on SRA burned into National Park,991,990.7329712,2,1,320,10706.69335,4009354.182,2006,South,San Bernardino,NA,WHISPERING PINES,NA,NA,OTHER,0,993,B,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,7405,2006,CA,CDF,BDU,GOODALE,6570,6/26/2006 0:00,6/30/2006 0:00,1,Fire started on SRA burned into FRA,3750,3751.389893,2,1,244,21786.37566,15181331.44,2006,South,San Bernardino,NA,GOODALE,NA,NA,OTHER,0,3750,B,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,7406,2006,CA,CDF,BEU,WILLOW,2686,7/23/2006 0:00,7/23/2006 0:00,1, ,48,47.5466003,1,1,279,1797.904834,192414.4627,1999,Coast,Lassen-Modoc,NA,WILLOW,NA,NA,CDF,867,6133,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
551,7407,2006,CA,CDF,BEU,METZ,2528,7/15/2006 0:00,7/15/2006 0:00,7, ,249,249.0720062,1,1,250,4984.792436,1007959.618,2011,NA,NA,NA,METZ,0005-12-20,NA,CDF,832,NA,G,Other,0,BDU-001593,NA,Monterey,NA,NA,NA,NA,0,0,0
552,7410,2006,CA,CDF,BEU,LONG VALLEY,2331,7/5/2006 0:00,7/5/2006 0:00,5, ,17,17.0578995,6,1,220,1130.424271,69030.70636,1990,II,Shasta-Trinity,NA,LONG VALLEY,0008-10-19,NA,CDF,110,490,TWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,7415,2006,CA,CDF,BTU,SKYWAY,8059,7/17/2006 0:00,7/17/2006 0:00,10,Cost package not completed on this incident,451,453.4169922,1,1,354,8254.409402,1834913.434,2002,Cascade,Butte,NA,SKYWAY,0006-08-20,0006-09-20,CDF,2000,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
554,7421,1976,CA,CDF,AEU,GILL,0,6/20/1976 0:00,,14, ,0,715.4329834,0,1,193,8359.23387,2895254.362,1987,NA,NA,NA,GILL,0005-09-19,0005-11-19,CDF,300,NA,NA,Lightning,0,NA,NA,Stanislaus,NA,NA,NA,NA,NA,0,NA
555,7427,1976,CA,CDF,AEU,QUARRY,0,6/23/1976 0:00,,14, ,0,20869.80078,0,1,206,65020.0624,84456908.1,2008,NA,San Mateo-Santa Cruz,NA,QUARRY,NA,NA,CDF,300,NA,TBG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
556,7429,1976,CA,CDF,BDU,JACKSONVILLE,0,6/28/1976 0:00,,14, ,0,5389.799805,0,1,257,32122.58947,21811758,2017,NA,NA,NA,JACKSONVILLE,NA,0008-04-20,CDF,675,NA,BG,Undetermined,1,TCU-9024,NA,Tuolumne,NA,NA,NA,NA,0,0,0
557,7440,1952,CA,CDF,LNU,JACKSON,0,8/23/1952 0:00,,14, ,0,265.5029907,0,1,0000014C,4501.054626,1074450.876,2001,Sierra,Amador,NA,JACKSON,NA,NA,CDF,2240,NA,GWB,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
558,7443,1952,CA,CDF,AEU,KELSEY,0,8/21/1952 0:00,,14, ,0,417.3919983,0,1,126,6344.317091,1689124.361,1987,NA,NA,NA,KELSEY,NA,NA,USFS,NA,4500,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
559,7463,1960,CA,CDF,BDU,OUTSIDE ORIGIN #1,0,8/2/1960 0:00,,14, ,0,7338.209961,0,1,234,27842.19131,29696671.66,1993,III,San Diego,NA,OUTSIDE ORIGIN #1,0005-09-19,NA,CDF,4600,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
560,7468,1960,CA,CDF,BDU,MCKINLEY,0,7/20/1960 0:00,,14, ,0,1780.530029,0,1,211,11933.50967,7205554.04,2010,NA,NA,NA,MCKINLEY,NA,NA,CALFIRE,1000,NA,G,Equipment use,0,RRU-044545,NA,Riverside,NA,NA,NA,NA,0,0,0
561,7488,1996,CA,USF,LPF,SUR,0,10/18/1996 0:00,10/30/1996 0:00,9, ,4410,4407.009766,8,1,72,26894.70748,17834524.42,1996,Sierra,Monterey,NA,SUR,NA,NA,USFS,NA,4430,N/A,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
562,7489,1996,CA,USF,LPF,WILD,0,10/7/1996 0:00,10/18/1996 0:00,7, ,25620,25512.09961,8,1,69,66484.4539,103243839.9,1996,Sierra,Los Padres NF,NA,WILD,0010-07-19,NA,USFS,NA,25590,N/A,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
563,7498,1997,CA,USF,ANF,SHOOTING,0,5/1/1997 0:00,5/2/1997 0:00,9, ,480,24.5960999,8,1,60,1514.177833,99537.06284,1994,South,Angeles NF,NA,SHOOTING,NA,NA,USFS,NA,3490,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
564,7528,1958,CA,CDF,TGU,OWENS,0,8/31/1958 0:00,,14, ,0,908.6619873,0,1,75,10489.22102,3677222.781,1985,VI,Owens Valley,NA,OWENS,0008-08-19,0008-10-19,USFS,160,3580,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,7529,1958,CA,CDF,TGU,ROBINSON,0,10/14/1958 0:00,,14, ,0,411.4169922,0,1,120,7287.358816,1664945.773,2010,NA,NA,NA,ROBINSON,0006-11-20,0006-12-20,CALFIRE,1600,NA,G,Undetermined,0,MMU-008291,NA,Merced,NA,NA,NA,NA,0,0,0
566,7537,1965,CA,CDF,NEU,APPLEGATE,0,9/16/1965 0:00,,14, ,0,3529.27002,0,1,373,21177.12207,14282464.85,2014,NA,NA,NA,APPLEGATE,0010-08-20,NA,CDF,459,NA,TB,Undetermined,10,NEU-23454,NA,Placer,NA,NA,NA,NA,0,0,0
567,7550,1959,CA,CDF,MVU,WILDCAT,0,8/31/1959 0:00,,14, ,0,396.2590027,0,1,214,6363.54614,1603602.843,1992,III,San Diego,NA,WILDCAT,NA,NA,BIA,1065,800,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
568,7558,1962,CA,CDF,AEU,BUCKEYE,0,8/16/1962 0:00,,14, ,0,870.4400024,0,1,143,12814.95398,3522547.436,1988,IV,Sequoia NP,NA,BUCKEYE,NA,NA,USFS,NA,3075,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,7564,1958,CA,CDF,BDU,COTTONWOOD,0,7/26/1958 0:00,,14, ,0,588.447998,0,1,121,7121.575803,2381364.143,1994,Cascade,Tahoe NF,NA,COTTONWOOD,NA,NA,USFS,NA,43800,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
570,7569,1961,CA,USF,SRF,WHITMORE,0,9/10/1961 0:00,,1, ,0,11.4715996,0,1,200474,764.7801841,46423.85807,2003,Cascade,Shasta-Trinity,NA,WHITMORE,NA,NA,OTHER,NA,1200,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,7571,1961,CA,USF,SRF,COW,0,8/7/1961 0:00,,1, ,0,2.1907799,0,1,300353,334.2068346,8865.765431,1984,VI,Owens Valley,NA,COW,NA,NA,BLM,NA,2980,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,7582,1964,CA,USF,SRF,SPRING,0,7/13/1964 0:00,,1, ,0,4.9790001,0,1,400126,503.8336538,20149.29378,1999,Coast,Tehama-Glenn,NA,SPRING,NA,NA,CDF,6000,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
573,7586,1964,CA,USF,SRF,RANCH,0,7/13/1964 0:00,,1, ,0,5.72579,0,1,400153,540.2986087,23171.45284,1996,South,Los Angeles County,NA,RANCH,NA,NA,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
574,7588,1964,CA,USF,SRF,TRINITY,0,8/18/1964 0:00,,9, ,0,9.5343504,0,1,300405,857.973309,38584.13179,1987,NA,NA,NA,TRINITY,NA,0009-09-19,USFS,NA,1000,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
575,7615,1951,CA,USF,BDF,SUMMIT,0,6/11/1951 0:00,,14, ,0,1387.349976,0,1,0,13693.45817,5614423.751,2008,NA,Santa Clara,NA,SUMMIT,NA,NA,CDF,4270,NA,T,Unidentified,91,NA,NA,NA,NA,NA,NA,NA,NA,0,0
576,7641,1964,CA,CDF,BTU,DRY CREEK,0,10/13/1964 0:00,,14, ,0,261.0140076,0,1,452,4447.850383,1056287.44,1992,IV,Madera-Mariposa,NA,DRY CREEK,0008-11-19,0008-12-19,CDF,1500,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
577,7654,1980,CA,CDF,MMU,WHEEL,1897,10/10/1980 0:00,,14, ,0,1602.099976,0,1,429,11306.93529,6483449.832,1993,III,Los Padres NF,NA,WHEEL,NA,NA,USFS,NA,1384,NA,Arson,149,NA,NA,NA,NA,NA,NA,NA,NA,0,1
578,7658,1980,CA,USF,CNF,PALA,0,6/13/1980 0:00,6/14/1980 0:00,2, ,250,105.5690002,8,1,8,4004.524069,427222.6804,1985,VI,Riverside,NA,PALA,NA,NA,CDF,325,NA,B,Arson,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,7662,1980,CA,USF,CNF,PROCTOR,0,11/28/1980 0:00,,14, ,0,2299.629883,0,1,32,19296.4247,9306257.847,1984,VI,San Diego,NA,PROCTOR,NA,NA,CDF,2563,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,7670,2000,CA,CDF,TCU,PARROTTS,4955,8/5/2000 0:00,,2, ,0,288.9989929,0,1,531,6402.320331,1169536.47,2000,Sierra,Calaveras,NA,PARROTTS,0008-05-20,0008-06-20,CDF,700,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
581,7676,1972,CA,CDF,MVU,SUNRISE,0,5/13/1972 0:00,,9, ,0,478.9179993,0,1,170,6612.256751,1938112.323,2006,South,Riverside,NA,SUNRISE,NA,NA,CDF,497,0,B,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
582,7678,1972,CA,CDF,MVU,BARRETT,0,8/28/1972 0:00,,14, ,0,293.6530151,0,1,429,6270.566746,1188371.479,1991,III,San Diego,NA,BARRETT,NA,NA,CDF,905,746,BG,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
583,7684,1972,CA,USF,LPF,BEAR,0,8/22/1972 0:00,8/29/1972 0:00,9, ,17150,17326.30078,8,1,82,35862.46787,70117191.13,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
584,7717,1953,CA,CDF,NEU,SUGAR LOAF,0,9/17/1953 0:00,,14, ,0,2602.48999,0,1,36,14920.57542,10531887.63,2009,NA,NA,NA,SUGAR LOAF,0008-01-20,0008-12-20,USFS,NA,9356,T,Lightning,0,LNF-3923,NA,Shasta,NA,NA,NA,NA,0,0,0
585,7729,1974,CA,CDF,MMU,LIGHTNING #1,0,7/31/1974 0:00,,14, ,0,472.5209961,0,1,24,6651.116902,1912224.526,1992,I,Lake-Napa,NA,LIGHTNING #1,NA,NA,CDF,2150,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
586,7751,2000,CA,CDF,FKU,SAND,7353,7/16/2000 0:00,,2, ,0,25.3423004,0,1,152,1494.853,102556.6188,2012,NA,NA,NA,SAND,NA,NA,CDF,1428,NA,GB,Equipment use,1,KRN-22306,NA,Kern,NA,NA,NA,NA,0,0,0
587,7752,2000,CA,CDF,FKU,HIGHWAY,8628,8/13/2000 0:00,,7, ,0,654.401001,0,1,185,9701.722517,2648266.4,2000,Sierra,Fresno,NA,HIGHWAY,NA,NA,CDF,700,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
588,7776,2004,CA,USF,TNF,LOWELL,0,11/24/2004 0:00,11/21/2004 0:00,5, ,17,16.9692001,6,1,113,1013.193936,68671.96188,2015,NA,NA,NA,LOWELL,NA,0008-12-20,CDF,2304,NA,TG,Undetermined,3,NEU-17851,NA,Nevada,NA,NA,NA,NA,1,0,0
589,7803,1957,CA,CDF,TCU,OLD GULCH,0,8/3/1957 0:00,,14, ,0,873.9400024,0,1,57,7930.964353,3536709.65,1992,IV,Tuolumne-Calaveras,NA,OLD GULCH,NA,NA,CDF,17386,NA,TWP,Vehicle,170,NA,NA,NA,NA,NA,NA,NA,13,0,0
590,7813,1957,CA,CDF,NEU,SUGAR LOAF,0,9/5/1957 0:00,,14, ,0,294.3259888,0,1,39,4058.462499,1191094.883,2009,NA,NA,NA,SUGAR LOAF,0008-01-20,0008-12-20,USFS,NA,9356,T,Lightning,0,LNF-3923,NA,Shasta,NA,NA,NA,NA,0,0,0
591,7839,1987,CA,USF,KNF,BEARCAT,0,8/30/1987 0:00,9/18/1987 0:00,1, ,2440,1932.23999,8,1,246,13834.18102,7819515.33,1987,NA,NA,NA,BEARCAT,NA,0009-09-19,USFS,NA,2430,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
592,7845,1980,CA,CDF,BDU,FAIRVIEW,5890,7/27/1980 0:00,,14, ,0,10957,0,1,657,33580.90509,44341424.77,1994,South,Riverside,NA,FAIRVIEW,NA,NA,CDF,1760,NA,B,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
593,7878,1968,CA,USF,SRF,SNAG,0,8/9/1968 0:00,,1, ,0,2.48948,0,1,400019,356.2631052,10074.58421,1987,NA,NA,NA,SNAG,NA,0009-05-19,NPS,NA,830,NA,Lightning,0,NA,Stanislaus,Lassen,NA,NA,NA,NA,NA,0,NA
594,7885,1952,CA,CDF,MMU,GRANT,0,7/16/1952 0:00,,14, ,0,424.4700012,0,1,17,6344.782212,1717769.631,2017,NA,NA,NA,GRANT,NA,0008-03-20,USFS,NA,400,BT,Lightning,0,INF-1235,NA,Mono,NA,NA,NA,NA,0,0,0
595,7891,1957,CA,CDF,HUU,CALDWELL,0,9/3/1957 0:00,,14, ,0,578.7559814,0,1,105,7265.492745,2342142.122,2017,NA,NA,NA,CALDWELL,0009-01-20,0009-06-20,USFS,NA,1319,BG,Lightning,0,SQF-2435,NA,Kern,NA,NA,NA,NA,0,0,0
596,7913,1988,CA,USF,TNF,FOX,0,12/15/1988 0:00,12/17/1988 0:00,9, ,36,19.1019993,0,1,281,1230.919366,77302.86853,2013,NA,NA,NA,FOX,0007-03-20,0007-07-20,CDF,502,NA,G,Lightning,0,LMU-2700,NA,Modoc,NA,NA,NA,NA,0,0,0
597,7928,1980,CA,USF,CNF,OTAY #4,0,7/18/1980 0:00,,9, ,0,265.7749939,0,1,7,4582.058458,1075553.188,1994,South,San Diego,NA,OTAY #4,0010-09-19,0010-10-19,CDF,2550,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
598,7936,1987,CA,USF,MNF,BERRY,0,9/1/1987 0:00,9/2/1987 0:00,1, ,15,8.0854597,8,1,71,791.7488376,32720.69425,2017,NA,NA,NA,BERRY,0009-12-20,0010-04-20,CDF,900,NA,B,Lightning,0,SHU-9460,NA,Shasta,NA,NA,NA,NA,0,0,0
599,7989,1957,CA,USF,BDF,MIAS,0,9/21/1957 0:00,,14, ,0,730.6589966,0,1,0,15790.62036,2956872.619,2017,NA,NA,NA,MIAS,NA,NA,CDF,600,NA,BG,Electrical power,0,RRU-100591,NA,Riverside,NA,NA,NA,NA,0,0,0
600,7997,1999,CA,CDF,MVU,BANNER,1304,6/9/1999 0:00,,8, ,0,499.9809875,0,1,0,8390.612803,2023350.008,1999,South,San Bernardino,NA,BANNER,0006-09-19,0006-11-19,CDF,602,NA,B,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,0,0,0
601,8002,1996,CA,USF,SQF,INDIAN,0,8/4/1996 0:00,8/4/1996 0:00,7, ,12,7.97578,8,1,84,700.2466354,32276.84862,2010,NA,NA,NA,INDIAN,NA,NA,CALFIRE,450,NA,B,Undetermined,0,LNU-006365,NA,Lake,NA,NA,NA,NA,0,0,0
602,8003,1996,CA,USF,SQF,FORK,0,6/27/1996 0:00,6/28/1996 0:00,7, ,15,11.0872002,8,1,35,881.3322525,44868.3023,1987,NA,NA,NA,FORK,NA,0009-05-19,USFS,NA,800,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
603,8012,1970,CA,USF,TNF,YELLOW,0,3/20/1970 0:00,3/20/1970 0:00,3, ,10,6.09199,0,1,1,768.1531102,24653.40112,1987,NA,NA,NA,YELLOW,NA,NA,USFS,NA,47770,NA,Lightning,0,NA,Klamath,Siskiyou,NA,NA,NA,NA,NA,0,NA
604,8019,1974,CA,CDF,SCU,DEL PUERTO CANYON,0,8/24/1974 0:00,,14, ,0,591.8330078,0,1,255,6854.502334,2395063.874,2003,Coast,Santa Clara,NA,DEL PUERTO CANYON,NA,NA,CDF,597,NA,B,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,8024,1974,CA,CDF,TCU,KANAKA,0,9/29/1974 0:00,,14, ,0,1880.540039,0,1,450,14045.73569,7610288.214,1990,II,Shasta-Trinity,NA,KANAKA,0008-08-19,NA,NPS,1396,1673,TGB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,8027,1998,CA,CDF,RRU,PINE,38378,7/12/1998 0:00,,2, ,0,87.9800034,0,1,864,2973.029784,356042.4214,1999,South,Riverside,NA,PINE,NA,0009-01-19,CDF,1523,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
607,8040,1956,CA,CDF,BDU,MCKINLEY,0,9/21/1956 0:00,,14, ,0,10697.90039,0,1,177,40919.45869,43292865.71,2010,NA,NA,NA,MCKINLEY,NA,NA,CALFIRE,1000,NA,G,Equipment use,0,RRU-044545,NA,Riverside,NA,NA,NA,NA,0,0,0
608,8043,1956,CA,CDF,SHU,BEEGUM,0,8/12/1956 0:00,,14, ,0,168.526001,0,1,134,5041.321978,681999.8272,1989,II,Tehama-Glenn,NA,BEEGUM,NA,NA,CDF,700,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,8057,1990,CA,CDF,SHU,KANAKA,4380,8/8/1990 0:00,,1, ,0,2900.709961,0,1,502,14312.06218,11738770.74,1990,II,Shasta-Trinity,NA,KANAKA,0008-08-19,NA,NPS,1396,1673,TGB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,8059,1990,CA,CDF,SHU,BEAR,4386,8/8/1990 0:00,,1, ,0,1444.310059,0,1,503,12225.04844,5844925.043,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
611,8060,1998,CA,CCO,KRN,GRAPEVINE,0,7/20/1998 0:00,,10, ,0,485.644989,0,1,0,6635.761528,1965335.454,2008,NA,NA,NA,GRAPEVINE,0006-06-20,0006-08-20,CC,NA,507,G,Undetermined,0,KRN-016886,NA,Kern,NA,NA,NA,NA,0,0,0
612,8070,1998,CA,CDF,LNU,MIDDLE,4447,9/20/1998 0:00,,2, ,0,5993.25,0,1,0,26798.43496,24253807.35,1987,NA,NA,NA,MIDDLE,0009-05-19,0009-10-19,CC,NA,1500,NA,Lightning,0,NA,NA,Kern,NA,NA,NA,NA,NA,0,NA
613,8073,1998,CA,CDF,MEU,SAND,4051,8/22/1998 0:00,,7, ,0,18.0865993,0,1,142,1103.526421,73193.76465,2012,NA,NA,NA,SAND,NA,NA,CDF,1428,NA,GB,Equipment use,1,KRN-22306,NA,Kern,NA,NA,NA,NA,0,0,0
614,8079,1994,CA,USF,KNF,BEAR,0,7/21/1994 0:00,7/29/1994 0:00,1, ,1582,2033.920044,8,1,36,11419.95425,8230990.301,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
615,8080,1987,CA,USF,SHF,JESSIE,0,8/30/1987 0:00,9/12/1987 0:00,1, ,3500,3238.830078,8,1,286,21831.3073,13107066.09,1987,NA,NA,NA,JESSIE,NA,0009-09-19,USFS,NA,3500,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
616,8081,1987,CA,USF,SHF,FRIENDLY,0,8/30/1987 0:00,9/10/1987 0:00,1, ,3440,3465.899902,8,1,283,23361.21225,14026010.51,1987,NA,NA,NA,FRIENDLY,NA,NA,USFS,NA,3400,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
617,8084,1987,CA,USF,SHF,COLD,0,8/30/1987 0:00,9/11/1987 0:00,1, ,12050,16145.7998,8,1,284,53860.99558,65339606.97,1987,NA,NA,NA,COLD,NA,NA,USFS,NA,13932,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
618,8085,1987,CA,USF,SHF,FLUME,0,8/30/1987 0:00,9/10/1987 0:00,1, ,11600,12616.7002,8,1,290,39517.49976,51058064.9,1987,NA,NA,NA,FLUME,NA,NA,USFS,NA,11325,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
619,8086,1987,CA,CDF,SHU,BUZZARD,4074,8/31/1987 0:00,,14, ,0,854.7449951,0,1,564,8183.758974,3459029.367,1987,NA,NA,NA,BUZZARD,NA,0009-02-19,CDF,700,NA,NA,Playing with fire,0,NA,NA,Shasta,NA,NA,NA,NA,NA,0,NA
620,8092,1987,CA,CDF,MEU,MENDENHALL,1274,9/2/1987 0:00,9/17/1987 0:00,1,Local Number 053,60600,65468.30078,8,1,311,97629.05575,264940997.6,1987,NA,NA,NA,MENDENHALL,NA,0009-11-19,USFS,NA,60655,NA,Lightning,0,NA,Mendocino,Mendocino,NA,NA,NA,NA,NA,0,NA
621,8094,1987,CA,USF,CNF,ASSIST #79,0,6/18/1987 0:00,,9, ,0,1493.150024,0,1,8,15716.73486,6042578.31,1994,South,San Luis Obispo,NA,ASSIST #79,0010-09-19,0010-11-19,CC,NA,2546,BG,Playing with fire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
622,8095,1987,CA,USF,CNF,ASSIST #38,0,4/22/1987 0:00,,9, ,0,379.6059875,0,1,1,7002.877629,1536212.087,1985,VI,San Diego,NA,ASSIST #38,0010-05-19,0010-06-19,MILITARY,NA,1200,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,8125,1987,CA,CDF,MMU,MERCED FALLS,1270,,,14, ,0,1722.569946,0,1,225,11407.27237,6970986.785,1987,NA,NA,NA,MERCED FALLS,NA,NA,CDF,300,NA,NA,Misc,0,NA,NA,Mariposa,NA,NA,NA,NA,NA,0,NA
624,8126,1987,CA,CDF,TUU,PIERCE,1033,8/29/1987 0:00,9/5/1987 0:00,1, ,700,685.4349976,8,1,182,8520.215408,2773857.695,1987,NA,NA,NA,PIERCE,NA,NA,CDF,725,NA,NA,Lightning,0,NA,NA,Tulare,NA,NA,NA,NA,NA,0,NA
625,8128,1987,CA,USF,CNF,RODRIGUEZ,0,9/1/1987 0:00,,1, ,0,12.2986002,0,1,17,994.7534971,49770.66647,1988,III,San Diego,NA,RODRIGUEZ,0012-01-19,0012-02-19,CDF,439,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,8129,1987,CA,CDF,MVU,GRADE,3349,10/4/1987 0:00,,7, ,0,2747.949951,0,1,967,15456.56179,11120548.8,1987,NA,NA,NA,GRADE,0010-04-19,0010-04-19,CDF,2900,NA,NA,Arson,0,NA,NA,San Diego,NA,NA,NA,NA,NA,0,NA
627,8130,1987,CA,USF,CNF,ASSIST #38,0,5/28/1987 0:00,,9, ,0,226.2510071,0,1,4,4263.203698,915604.8857,1985,VI,San Diego,NA,ASSIST #38,0010-05-19,0010-06-19,MILITARY,NA,1200,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,8131,1987,CA,CDF,MVU,DEL DIOS,3267,9/30/1987 0:00,,2, ,0,217.2449951,0,1,935,4309.438752,879159.4879,1997,South,San Diego,NA,DEL DIOS,NA,NA,CDF,1200,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA,0,0,0
629,8139,1985,CA,CDF,SLU,HWY 58 #2,1689,7/22/1985 0:00,,5, ,0,338.1650085,0,1,348,5467.832802,1368506.178,1985,V,San Luis Obispo,NA,HWY 58 #2,NA,NA,CDF,700,NA,BG,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,8140,1985,CA,CDF,SLU,LAS PILITAS,1430,7/1/1985 0:00,7/15/1985 0:00,2,Local Number 025,74640,84271.39844,0,1,264,172961.8031,341034342.6,1985,V,San Luis Obispo,NA,LAS PILITAS,0007-01-19,0007-10-19,CDF,49375,25265,WBG,Equipment use,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,8141,1985,CA,USF,LPF,GORDA-RAT,0,7/6/1985 0:00,7/6/1985 0:00,1, ,65700,56157.80078,8,1,30,84134.60212,227262389.2,1985,V,San Benito-Monterey,NA,GORDA-RAT,0007-06-19,NA,USFS,NA,55889,BG,Lightning,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,8144,1985,CA,CDF,BEU,SECO,906,7/2/1985 0:00,7/10/1985 0:00,7, ,1800,1564.660034,8,1,188,15712.70824,6331969.386,1985,V,San Benito-Monterey,NA,SECO,0007-02-19,0007-05-19,CDF,875,1070,WBG,Arson,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,8146,1985,CA,CDF,BEU,CHERRY,979,7/8/1985 0:00,,7, ,0,40641.80078,0,1,217,86342.56851,164471617.1,1985,V,San Benito-Monterey,NA,CHERRY,0007-08-19,NA,CDF,31041,9190,WBG,Arson,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,8148,1985,CA,CDF,BEU,PINE,777,6/17/1985 0:00,,14, ,0,421.6010132,0,1,156,5779.26332,1706157.928,1999,South,Riverside,NA,PINE,NA,0009-01-19,CDF,1523,NA,GB,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
635,8150,1985,CA,CDF,FKU,BACKBONE,4605,6/10/1985 0:00,,2, ,0,242.3890076,0,1,87,4901.614656,980915.3483,1985,IV,Fresno-Kings,NA,BACKBONE,0006-10-19,NA,CDF,425,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,8153,1985,CA,CDF,RRU,USFS ASSIST,18064,7/11/1985 0:00,,14, ,0,174.3809967,0,1,849,3755.223223,705693.3691,1986,IV,San Benito-Monterey,NA,USFS ASSIST,0011-06-19,0011-12-19,USFS,NA,2165,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
